"";"GRID_NAME_maille";"nb.data";"nb.dates";"nb.obs";"sr";"Axis1";"Axis2";"lat.wgs84";"lon.wgs84"
"155";"E024N675";38058;2620;280;257;-2,97261974311299;1,05899501274044;47,7343516524989;-3,06551247589859
"156";"E024N676";6696;946;119;147;0,550349282981246;0,373538609426243;47,8122219914458;-3,07745593413678
"157";"E024N677";2290;351;95;133;1,27524893619291;-0,0197230733807459;47,9023041362796;-3,0997064716934
"158";"E024N678";3591;487;86;122;1,27390929098996;0,234299711601531;47,9970010121985;-3,10668826725876
"159";"E024N679";6696;817;64;141;0,877049244878146;0,517144066519299;48,0971333116065;-3,11342782445276
"160";"E024N680";5886;896;134;164;0,407987168933814;0,134585700831173;48,2008409824155;-3,12962917269551
"161";"E024N681";1056;394;56;104;1,66811165210562;0,342666628808168;48,2588427231092;-3,13929595629952
"162";"E024N682";1116;193;62;125;1,5966804170643;0,00591020043195722;48,3516493046929;-3,14820917843711
"163";"E024N683";2088;203;52;111;1,71757391721073;0,175783292613201;48,4574121135824;-3,14924413148643
"164";"E024N684";8114;987;176;141;0,33771141181507;0,271614242937426;48,5569208077974;-3,15359657580456
"165";"E024N685";2283;430;62;127;1,38889631769623;0,210469867382881;48,634624861699;-3,18216629015875
"166";"E024N686";16594;1627;173;214;-0,952961586087714;0,466480343066188;48,755998798358;-3,20102277505295
"167";"E024N687";16853;1657;224;244;-1,41579734675272;0,0886812927293306;48,8311501960751;-3,19158376458805
"168";"E024N688";4476;374;152;171;0,671211216886891;-0,438982372411601;48,8659586608473;-3,22856499867733
"169";"E025N670";22564;787;289;290;-1,62874286823397;-1,06009654135578;47,3363429833278;-2,87401739819706
"170";"E025N671";6361;629;239;206;-0,154797706249124;-0,766916481581841;47,3659756693699;-2,91282104547445
"171";"E025N672";NA;NA;NA;NA;NA;NA;47,5069157430076;-2,87124799062692
"172";"E025N673";35760;1823;647;289;-3,92080569362412;-1,23713640012928;47,5739574386832;-2,92630410836026
"173";"E025N674";47171;2465;447;236;-3,52795459540065;0,677695557315773;47,6672238560168;-2,96580528750594
"174";"E025N675";11087;851;175;150;0,26688613917898;0,168692302882089;47,7324216933629;-2,97712356796596
"175";"E025N676";9852;790;134;175;0,267776506251425;0,0607644721934232;47,8174040380676;-2,94982500956443
"176";"E025N677";1647;260;94;112;1,53933111631076;0,048339412671927;47,9139208221311;-2,96360529147116
"177";"E025N678";2845;350;114;134;1,1856958135009;-0,0855252650700848;48,0319175898389;-2,97865036211225
"178";"E025N679";6979;858;119;144;0,626277669468079;0,33068597084197;48,1023736494413;-2,97762485168437
"179";"E025N680";9053;1088;133;191;-0,0411001628979409;0,170739816137452;48,1876815927892;-3,01131623900675
"180";"E025N681";5723;1485;83;155;0,277112955607551;0,863071365192844;48,27483366642;-3,03508292057054
"181";"E025N682";2161;346;76;140;1,28713684971181;-0,00716998498802537;48,3516836796166;-3,0257116480694
"182";"E025N683";1993;189;72;112;1,6520153566225;0,0806214198983807;48,4694739496975;-3,03988638825152
"183";"E025N684";2226;492;104;128;1,1962140066127;0,0960041869803175;48,5360230657418;-3,04487234139583
